GeneID,0
102723895,3.8806279444794507
57467,3.8258950857052136
101928882,3.466299766602889
33,3.406272839589625
7503,3.1095080917416418
1641,3.0357353216662726
80201,3.0035478764902237
9383,2.9785434438043916
116173,2.948650664396194
63827,2.8963713662742805
105370479,2.8821815673656346
107984027,2.8514256543066465
2890,2.766214016483109
284825,2.75856662591522
496,2.7442341798383767
107985177,2.615514464178868
66000,2.6150009646505152
219621,2.6146262804537894
6975,2.612979749099533
10718,2.5902405124794887
