Gene,Mean_Abs_SHAP
105374042,0.010399586878952913
2537,0.009348453555932095
56936,0.009214415341396717
105376342,0.008867052899758206
359,0.008764483446500757
353145,0.008140672787804214
570,0.008135312727722326
101928277,0.00783508986755349
80727,0.007793725909391841
6279,0.007772656624293693
2171,0.007696443347583695
374918,0.0076960488058561375
111216282,0.007660553503686811
6278,0.007499520962995316
6698,0.0074979175001737754
107984801,0.007443650392684455
101447996,0.007422780068573576
107985883,0.00733217068687834
105374102,0.0073253748362112165
3437,0.007300397096180968
5816,0.007250105361307551
107986116,0.007172804206894701
112268449,0.007122678457124417
107986614,0.007114694918231368
8339,0.007102735551151565
338376,0.007049736283893172
100874095,0.007025312942728537
105374598,0.006972741976431951
400002,0.006951500877756987
105377993,0.006851204217840477
554202,0.006785078065690701
6280,0.0067815613937483085
6317,0.006723144239604092
84648,0.006694884916690277
107984736,0.006654135095998388
1258,0.006648870183060625
389799,0.006613595795191942
6699,0.006577552514689521
10964,0.00656420692123757
255324,0.006553778463139109
105371996,0.00653979187629287
6754,0.006529033512902131
4322,0.006525654402350157
102723305,0.006522116154862585
347741,0.006506787857128188
597,0.006495310753733811
9407,0.006483701581556546
3872,0.006473843748357175
245972,0.006431736707616283
101928335,0.006431247197407913
2700,0.006412958086223332
135927,0.00639523349460312
25830,0.00638862430284832
105376829,0.006385198175777086
105373270,0.0063737586101088
3624,0.006368958174143268
284418,0.006361687848893889
25884,0.006357607799053337
6700,0.006354316306569673
1118,0.00631883106024749
3959,0.006310211043317913
27063,0.006309182542487466
158314,0.0063053284930039925
8348,0.00628938870102754
8360,0.006278859197889353
105378813,0.006266297608647155
3713,0.006184661759865139
200407,0.006177944068312772
107986182,0.0061527441139902685
9951,0.006133572865008772
6318,0.006111532176303672
4284,0.006103429794747357
3854,0.006098142698953656
114336,0.006060773172625436
55894,0.006059982394338601
414325,0.006051778103646174
10107,0.006048757613978167
23532,0.006044167030545071
9370,0.006039802109891341
6716,0.006035604759664019
9033,0.006022030795212243
8074,0.006021392626409394
1807,0.00602076207922076
146395,0.006019184746346353
103689845,0.006014435119256848
105371988,0.006004587159315922
105374110,0.006001926211805674
9119,0.005989041426611473
170302,0.005978725650835516
84651,0.005965273858795017
164781,0.005964727858839067
105376235,0.005963497108410066
2170,0.0059632744144270085
55753,0.00595448064957594
728084,0.00595412005010293
768,0.005941325493625249
1826,0.00593503221344627
1136,0.005934243981000423
343035,0.005929103461911148
9636,0.005901095445383536
414149,0.0058915312765757495
107986833,0.005883923279097035
54,0.0058654920439789975
107984548,0.005805493227439131
10321,0.005784190635062173
285704,0.005780018483528131
64108,0.005778191277220712
284215,0.0057577551914502105
2204,0.005735964175536197
105375987,0.005722446316503333
7143,0.005721039889710771
8193,0.005711328932687014
105374314,0.005698604196277513
642934,0.005697549277587007
54209,0.0056898601562323575
28965,0.005688602631689977
105378050,0.005667922436288818
3576,0.005663797475403116
3853,0.005658476506200734
387695,0.005656794109218402
11105,0.00565520682788029
933,0.005640157233541604
221718,0.005638541688100679
4939,0.005637643448619504
105378116,0.005632014936000375
105370102,0.005626382420504622
54972,0.005625360191335752
100131117,0.005624478270568004
386618,0.005613053823120579
105376161,0.005612806776621157
8347,0.005608770874210666
105379152,0.005600151919479085
105377404,0.005599203561586099
283638,0.005596402517879085
105370345,0.005595780651547243
101927171,0.005591869229632886
106660610,0.005587326154246854
3359,0.005582576270206812
105376474,0.005572032399776075
8355,0.005569993351802587
353164,0.005566140407909327
26998,0.005563692114388135
377841,0.005561437491957561
146167,0.005555375918701698
100422971,0.0055506088936747525
105370832,0.005544454817733401
80896,0.005540208136681642
3196,0.005533996189977688
338324,0.005512546514943178
5172,0.005503155960968373
78990,0.005502481592272785
340665,0.005494727266528267
253017,0.005486592350631988
3595,0.005481787266647818
1134,0.005476322929409027
139629,0.0054711339016047435
644890,0.005461967992075741
105378111,0.005459578433112183
6657,0.005449794094202454
105371018,0.005438859145998723
125965,0.005426251172779393
107986023,0.005417414697426801
100009667,0.005414364341832783
100507206,0.005411443092036663
79853,0.005407014090784139
102725191,0.0053982144971466
8363,0.0053979567374626836
107984246,0.005395330977273418
105377289,0.005394604764569422
9615,0.005388797812628468
730112,0.005380650784305963
105372990,0.005377535904647909
101927549,0.005373684975843179
5266,0.005372822497411814
10993,0.005360995904365314
134701,0.005360684864039013
105379083,0.005356458511236834
101928022,0.005352699893851698
105372337,0.005343143585871962
101926947,0.005339804814368628
106182118,0.0053247652153044
4320,0.0053194435166305076
56884,0.005318172560715007
1014,0.005313722662440966
317671,0.005306565649508344
102724608,0.0053030586664974
105374284,0.005301086048521584
11006,0.005299733395042869
1746,0.005299698085142319
105371828,0.005293576037750364
105377188,0.005290379039301625
388394,0.005287118209059196
105371198,0.005286904341284128
105370414,0.005283510345919872
6701,0.0052813439570274226
102724591,0.005280189830096146
101927861,0.005277368707209459
105369177,0.0052735359064049045
4938,0.005270334300435109
284573,0.005262959071071288
100500861,0.0052624266425074385
7101,0.005262346767274831
101929470,0.005261076917544795
677850,0.005258947346069384
731424,0.005257845956538379
105378858,0.005245600859882671
100847070,0.005245536284668754
29991,0.005244741502132942
102465878,0.005236815773577892
692058,0.00523443977906641
79933,0.005222019943013559
28816,0.0052194676162650635
2209,0.005216390343631302
101928473,0.005209590151865988
55238,0.005204185977905032
26047,0.005195470470335866
105372190,0.005195011319127736
50652,0.005188350605413891
3351,0.005185220486699689
105371470,0.005178281320613253
105377778,0.005178167171437853
107986708,0.005163028991593375
5101,0.005159409895765524
441058,0.0051556344476659305
101927392,0.005150382229256538
286887,0.005132793408812934
9956,0.0051204314628373
407050,0.005120055132215503
3239,0.005112083332753995
594855,0.005110937094404481
107985564,0.005107937194305736
103689911,0.005099475321476131
105374186,0.005092747636123956
100874194,0.005091091648680625
2210,0.005087015455676466
101929427,0.005074318919245184
29123,0.005069989020701272
101928089,0.005068160476229253
439936,0.005067904185484097
105374367,0.005066198906376369
9084,0.005062202137718546
3083,0.005061444840766513
5454,0.005057866079564824
116071,0.005053623995886757
8140,0.005053226106619509
399949,0.005047952562427332
171019,0.005043643134422052
105370526,0.005041483683790768
107985402,0.005039925258362335
101928517,0.005037191050910968
6495,0.005033421355715792
27036,0.005030645609444591
81615,0.005028770132983885
107986564,0.005023191665863365
388555,0.0050156608625764555
105369893,0.00501202676803684
391723,0.005008179934576115
101929504,0.00500138219125983
682,0.004989176883877179
684,0.00498370876776485
113675,0.004982762662631359
105378481,0.004982098137279552
6273,0.00498190856028635
23562,0.004970105667231565
105370659,0.004969403345671243
6704,0.00496576696507082
105371380,0.004965461402941701
2652,0.004964975840605572
4825,0.004958132525585567
5610,0.00495609393927115
105374355,0.004955549632988505
113730,0.0049542767334409404
93408,0.004950738728306415
100128253,0.004950587677887251
147111,0.004950429885267468
2172,0.004949865262339216
101928075,0.0049491541552650785
90113,0.004945441207475839
54825,0.004944126992011235
105371711,0.004941147034992954
102465978,0.004922157455493383
386617,0.004921730151294668
724087,0.004917095988519239
100616143,0.004915699969098911
114787,0.004915079718027406
105378935,0.00491482444151962
57408,0.004912802762646824
6920,0.0049080193375439455
146183,0.004906698318658501
101928099,0.004900363651457247
101928696,0.004898796250733311
54360,0.00489849963131937
199834,0.004894088922264209
105370960,0.0048891450716839705
102723638,0.004883575626099748
968,0.004883434561773348
978,0.004883204926382635
105378821,0.0048793645413157906
107985055,0.0048790483160823335
1555,0.00486728019456056
4319,0.004866480330317456
102723963,0.004865915371510479
107984494,0.004865248832418876
2917,0.004863774920898415
81501,0.004859815113237472
100505929,0.004857157600845702
100132417,0.004857112636425906
284254,0.00485571308054564
101927115,0.004851997487487775
23091,0.0048515032107768865
285679,0.0048497241357192316
105373903,0.004849084378617868
105370413,0.004837433997978747
133060,0.0048326346922118995
653786,0.00482463918407545
100874205,0.004823117083477879
404217,0.004814411808776167
105376735,0.004813865385012288
101929450,0.004812630343685369
116211,0.0048122276096559235
105371393,0.004811954164486751
646396,0.004811170739066112
8329,0.004811043420337132
102724618,0.004804828527316476
9622,0.004802834996903894
105378515,0.0047928991746655205
101929284,0.004791566002996906
51438,0.004791106776451708
400208,0.004790714707674875
84824,0.004790453621041789
221692,0.004786187692024759
146754,0.004784920886814901
1961,0.004783408270628737
105372232,0.004782834405977238
107986602,0.004779787977910993
9573,0.004778877214774663
100158262,0.0047721995152017966
105376144,0.004768402538264778
100628307,0.004758082333593523
107984831,0.004757490132147683
9480,0.004756654612782998
107984202,0.0047566050172541015
104413892,0.004754709752733243
387890,0.004753542136017744
553103,0.004750411638143221
58511,0.0047469568968753146
3952,0.004742057916641147
8789,0.0047399277361134294
105379327,0.004739765334953367
101926887,0.004737576916987921
100287362,0.004736636961660796
161502,0.0047314911191802525
7150,0.004729904326047999
107986891,0.004728204500233652
102723439,0.004727096254008077
101928957,0.00472194321467283
2947,0.004717223639285931
105369764,0.0047166238310905545
374308,0.004706848759718748
820,0.004705063339733614
644135,0.004703794775918031
105373936,0.00470239406021329
105377786,0.004694207631749468
200315,0.004694152444373906
105370362,0.0046923994794057676
414768,0.00468266069936218
84332,0.004681950123082248
54210,0.004679822636549509
4224,0.004678758927187755
10076,0.004677708399830041
525,0.0046713063956274285
105374862,0.004671090435430623
93661,0.004664516167163932
101927318,0.004659025664163729
215,0.004658858696639853
107984888,0.004657434759392157
253190,0.004656936038569424
105373871,0.004653935564709892
101927296,0.004651299702707895
10021,0.004650254559768004
79400,0.0046449217848342685
107984501,0.004634495902011712
110806280,0.004631995306377458
105377941,0.00463086890236772
105374976,0.004629490339320069
38,0.004624404586525043
105379034,0.004612098655902374
89870,0.004611050148173214
107985164,0.004610596126410968
4102,0.004609804659328098
101927134,0.004608440229470962
105374470,0.004608001540447317
101928716,0.004604842582346313
2348,0.004603856069023793
105373530,0.004603318900224579
55600,0.004593071248087354
344967,0.004589162748820737
2906,0.004589048263442728
101927423,0.004586779178395145
84929,0.004582995692227683
9118,0.004582014124649363
105370807,0.004580334621872994
11274,0.004579497818827196
105375635,0.004578588387015683
10761,0.004572934107268322
284600,0.0045696529045386935
23418,0.00456962867336295
3890,0.004569418734599283
107984998,0.00456846011138406
105378482,0.004567625087991044
8350,0.00456367508244788
105373314,0.0045629071724366446
